comunidad_au,provincia,municipio,pueblo,latitude,longitude
Andalucía,Provincia de Almería,Abla,Abla,37.14245,-2.77808
Andalucía,Provincia de Almería,Abla,El Camino Real,37.14957,-2.7817
Andalucía,Provincia de Almería,Abla,El Serval,37.1,-2.76667
Andalucía,Provincia de Almería,Abla,La Fuente Mendoza,37.18878,-2.75142
Andalucía,Provincia de Almería,Abla,Las Adelfas,37.1706,-2.77008
Andalucía,Provincia de Almería,Abla,Las Torrecillas,37.16284,-2.76742
Andalucía,Provincia de Almería,Abrucena,Abrucena,37.13226,-2.79711
Andalucía,Provincia de Almería,Abrucena,Los Monjos,37.11667,-2.8
Andalucía,Provincia de Almería,Abrucena,Pago de Escuchagranos,37.15209,-2.80112
Andalucía,Provincia de Almería,Adra,Adra,36.74831,-3.02076
Andalucía,Provincia de Almería,Adra,Buenavista,36.78333,-3.1
Andalucía,Provincia de Almería,Adra,Cuesta Vieja,36.80825,-3.13745
Andalucía,Provincia de Almería,Adra,Campillo de Deleitosa,36.75677,-2.99343
Andalucía,Provincia de Almería,Adra,El Puente del Río,36.75649,-2.98433
Andalucía,Provincia de Almería,Adra,Guainos Altos,36.76007,-3.06484
Andalucía,Provincia de Almería,Adra,Alcazaba Park,36.7492,-3.09368
Andalucía,Provincia de Almería,Adra,Alquería de la Condesa,36.77835,-3.0027
Andalucía,Provincia de Almería,Adra,La Fuente Santilla,36.75,-2.98333
Andalucía,Provincia de Almería,Adra,La Parra,36.78186,-3.0682
Andalucía,Provincia de Almería,Adra,La Romera,36.77388,-3.03255
Andalucía,Provincia de Almería,Adra,Las Hoyas del Barranco,36.7643,-3.13093
Andalucía,Provincia de Almería,Adra,Los Clementes,36.82202,-3.07508
Andalucía,Provincia de Almería,Adra,Los Curros,36.7809,-3.02357
Andalucía,Provincia de Almería,Adra,Los Dagas,36.79304,-3.10587
Andalucía,Provincia de Almería,Adra,Los Enríquez,36.77731,-3.02675
Andalucía,Provincia de Almería,Adra,Los Pérez,36.78669,-3.07799
Andalucía,Provincia de Almería,Adra,Los Valentines,36.8034,-3.07687
Andalucía,Provincia de Almería,Albánchez,Albanchez,37.28361,-2.18229
Andalucía,Provincia de Almería,Albánchez,El Barranco del Infierno,37.30357,-2.14707
Andalucía,Provincia de Almería,Albánchez,La Fuente del Tío Molina,37.30475,-2.1812
Andalucía,Provincia de Almería,Albánchez,La Piedra del Zahor,37.27838,-2.13272
Andalucía,Provincia de Almería,Albánchez,La Tía Lucía,37.27124,-2.12917
Andalucía,Provincia de Almería,Albánchez,Los Utreras,37.28402,-2.13447
Andalucía,Provincia de Almería,Alboloduy,Alboloduy,37.03346,-2.62164
Andalucía,Provincia de Almería,Alboloduy,Gebera,37.06394,-2.54377
Andalucía,Provincia de Almería,Alboloduy,Las Alcubillas,37.09051,-2.58276
Andalucía,Provincia de Almería,Alboloduy,Las Alcubillas Altas,37.09201,-2.58511
Andalucía,Provincia de Almería,Albox,Albox,37.38856,-2.14949
Andalucía,Provincia de Almería,Albox,Llano del Espino,37.43333,-2.17654
Andalucía,Provincia de Almería,Albox,El Lugarico,37.48333,-2.15
Andalucía,Provincia de Almería,Albox,As Galeras Park,37.48333,-2.15
Andalucía,Provincia de Almería,Albox,La Aljambra,37.39331,-2.11414
Andalucía,Provincia de Almería,Albox,La Escurría,37.46667,-2.1
Andalucía,Provincia de Almería,Albox,Las Pocicas,37.47826,-2.14972
Andalucía,Provincia de Almería,Albox,Llano de los Olleres,37.42573,-2.16567
Andalucía,Provincia de Almería,Albox,Locaiba,37.41008,-2.15624
Andalucía,Provincia de Almería,Albox,Los Blases,37.46667,-2.1
Andalucía,Provincia de Almería,Albox,Los Carmonas,37.4,-2.13333
Andalucía,Provincia de Almería,Albox,Los Graneros de Abajo,37.44053,-2.15568
Andalucía,Provincia de Almería,Albox,Los Marcelinos,37.43548,-2.12023
Andalucía,Provincia de Almería,Albox,Los Paredes,37.40926,-2.155
Andalucía,Provincia de Almería,Albox,Los Rodríguez,37.48333,-2.16667
Andalucía,Provincia de Almería,Albox,Saliente Alto,37.5134,-2.15607
Andalucía,Provincia de Almería,Albox,Saliente Bajo,37.46384,-2.15029
Andalucía,Provincia de Almería,Alcolea,Alcolea,36.97458,-2.9615
Andalucía,Provincia de Almería,Alcolea,Caserío Río Ugijar,36.95,-3.05
Andalucía,Provincia de Almería,Alcolea,Cherrín,36.96759,-3.01317
Andalucía,Provincia de Almería,Alcolea,Darrícal,36.91984,-3.02914
Andalucía,Provincia de Almería,Alcolea,La Vega,36.9,-3.03333
Andalucía,Provincia de Almería,Alcolea,Las Canteras,36.93741,-3.04338
Andalucía,Provincia de Almería,Alcolea,Los Lozanos,36.93333,-3.06667
Andalucía,Provincia de Almería,Alcolea,Los Montoros,36.93123,-3.06072
Andalucía,Provincia de Almería,Alcolea,Lucainena,36.9429,-3.02467
Andalucía,Provincia de Almería,Alcolea,Rambla Seca,36.95,-3.06667
Andalucía,Provincia de Almería,Alcudia de Monteagud,Alcudia de Monteagud,37.23529,-2.2665
Andalucía,Provincia de Almería,Alcudia de Monteagud,Campillo de Deleitosa,37.25855,-2.23965
Andalucía,Provincia de Almería,Alcóntar,Alcóntar,37.33647,-2.59725
Andalucía,Provincia de Almería,Alcóntar,El Hijate,37.39682,-2.59337
Andalucía,Provincia de Almería,Alcóntar,Los Santos,37.25776,-2.60762
Andalucía,Provincia de Almería,Alhabia,Alhabia,36.99003,-2.58655
Andalucía,Provincia de Almería,Alhama de Almería,Alhama de Almería,36.95692,-2.56861
Andalucía,Provincia de Almería,Alhama de Almería,Galáchar,36.97449,-2.5609
Andalucía,Provincia de Almería,Alhama de Almería,Los Imposibles,36.96667,-2.55
Andalucía,Provincia de Almería,Alicún,Alicún,36.9658,-2.60212
Andalucía,Provincia de Almería,Almería,Almería,36.83814,-2.45974
Andalucía,Provincia de Almería,Almería,Costacabana,36.83807,-2.38111
Andalucía,Provincia de Almería,Almería,Cuevas de los Medinas,36.89205,-2.28056
Andalucía,Provincia de Almería,Almería,El Alquián,36.85263,-2.35313
Andalucía,Provincia de Almería,Almería,El Barranco de Amatisteros,36.86045,-2.44957
Andalucía,Provincia de Almería,Almería,El Barranco del Caballar,36.84858,-2.47144
Andalucía,Provincia de Almería,Almería,El Bobar,36.82014,-2.42069
Andalucía,Provincia de Almería,Almería,El Cabo de Gata,36.78234,-2.24198
Andalucía,Provincia de Almería,Almería,El Ejido,36.77629,-2.81456
Andalucía,Provincia de Almería,Almería,El Jaúl,36.82244,-2.43675
Andalucía,Provincia de Almería,Almería,El Mamí,36.85449,-2.42317
Andalucía,Provincia de Almería,Almería,El Pozo del Cabo,36.76667,-2.21667
Andalucía,Provincia de Almería,Almería,El Toyo,36.84331,-2.32665
Andalucía,Provincia de Almería,Almería,Félix,36.86911,-2.65845
Andalucía,Provincia de Almería,Almería,La Almadraba de Monteleva,36.744,-2.21014
Andalucía,Provincia de Almería,Almería,La Cañada de San Urbano,36.8402,-2.40601
Andalucía,Provincia de Almería,Almería,La Cuesta del Gato,36.85945,-2.48171
Andalucía,Provincia de Almería,Almería,La Garrofa,36.82633,-2.51604
Andalucía,Provincia de Almería,Almería,La Vega de Acá,36.83645,-2.43526
Andalucía,Provincia de Almería,Almería,Las Cuevas de los Úbedas,36.92666,-2.29789
Andalucía,Provincia de Almería,Almería,Loma Cabrera,36.85648,-2.38249
Andalucía,Provincia de Almería,Almería,Mazarulleque,36.81203,-2.24791
Andalucía,Provincia de Almería,Almería,El Retamar,36.8332,-2.31597
Andalucía,Provincia de Almería,Almócita,Almócita,37.00262,-2.79051
Andalucía,Provincia de Almería,Alsodux,Alsodux,37.00247,-2.59476
Andalucía,Provincia de Almería,Alsodux,Santa Cruz,37.01727,-2.60362
Andalucía,Provincia de Almería,Antas,Aljariz,37.2509,-1.93535
Andalucía,Provincia de Almería,Antas,Antas,37.24536,-1.9176
Andalucía,Provincia de Almería,Antas,El Real,37.26177,-1.91555
Andalucía,Provincia de Almería,Antas,Jauro,37.25276,-1.96053
Andalucía,Provincia de Almería,Antas,Huerta de Valdecarábanos,37.24902,-1.94026
Andalucía,Provincia de Almería,Antas,Los Llanos del Mayor,37.23268,-1.91492
Andalucía,Provincia de Almería,Arboleas,Apeadero,37.35,-2.08333
Andalucía,Provincia de Almería,Arboleas,Arboleas,37.35024,-2.07384
Andalucía,Provincia de Almería,Arboleas,El Arroyo Aceituno,37.35,-2.06667
Andalucía,Provincia de Almería,Arboleas,El Chopo,37.35388,-2.07651
Andalucía,Provincia de Almería,Arboleas,La Cinta,37.34273,-2.1056
Andalucía,Provincia de Almería,Arboleas,Limaria,37.39253,-2.08114
Andalucía,Provincia de Almería,Arboleas,Los Carrascos,37.33584,-2.07436
Andalucía,Provincia de Almería,Arboleas,Los Higuerales,37.38457,-2.09259
Andalucía,Provincia de Almería,Arboleas,Los Higuerlas,37.41332,-2.05444
Andalucía,Provincia de Almería,Armuña de Almanzora,Armuña de Almanzora,37.3503,-2.4115
Andalucía,Provincia de Almería,Armuña de Almanzora,El Canalito,37.36651,-2.42209
Andalucía,Provincia de Almería,Bacares,Bacares,37.25984,-2.45308
Andalucía,Provincia de Almería,Bacares,El Barrancón,37.22914,-2.48128
Andalucía,Provincia de Almería,Bacares,El Cortijuelo,37.26336,-2.48144
Andalucía,Provincia de Almería,Bacares,Olapra,37.21667,-2.5
Andalucía,Provincia de Almería,Balanegra,Balanegra,36.74886,-2.9097
Andalucía,Provincia de Almería,Balanegra,El Pardo,36.77024,-2.95429
Andalucía,Provincia de Almería,Bayarque,Bayarque,37.33062,-2.4361
Andalucía,Provincia de Almería,Bayarque,La Mojonera,37.29233,-2.4373
Andalucía,Provincia de Almería,Bayárcal,Bayárcal,37.03073,-2.99606
Andalucía,Provincia de Almería,Bayárcal,Laroles,37.00852,-3.01386
Andalucía,Provincia de Almería,Bayárcal,Picena,37.00098,-3.00545
Andalucía,Provincia de Almería,Beires,Beires,37.01237,-2.79134
Andalucía,Provincia de Almería,Benahadux,Benahadux,36.92493,-2.45941
Andalucía,Provincia de Almería,Benahadux,Las Cuevas de María,36.93333,-2.46667
Andalucía,Provincia de Almería,Benitagla,Benitagla,37.23138,-2.23935
Andalucía,Provincia de Almería,Benizalón,Benizalón,37.21213,-2.2418
Andalucía,Provincia de Almería,Benizalón,Las Cuevas de los Medinas,37.19845,-2.21916
Andalucía,Provincia de Almería,Bentarique,Bentarique,36.98823,-2.61991
Andalucía,Provincia de Almería,Berja,Benínar,36.88368,-3.02648
Andalucía,Provincia de Almería,Berja,Berja,36.84693,-2.94966
Andalucía,Provincia de Almería,Berja,Castala,36.888,-2.92562
Andalucía,Provincia de Almería,Berja,Chirán,36.90078,-2.93882
Andalucía,Provincia de Almería,Berja,El Cid,36.88511,-2.97146
Andalucía,Provincia de Almería,Berja,El Río Chico,36.79444,-2.99515
Andalucía,Provincia de Almería,Berja,El Río Grande,36.82014,-3.02519
Andalucía,Provincia de Almería,Berja,Hirmes,36.89225,-2.9991
Andalucía,Provincia de Almería,Berja,La Peñarrodada,36.8652,-2.96871
Andalucía,Provincia de Almería,Berja,La Rambla,36.88333,-3.03333
Andalucía,Provincia de Almería,Berja,San Roque,36.83759,-2.9694
Andalucía,Provincia de Almería,Berja,Turón,36.86561,-3.05677
Andalucía,Provincia de Almería,Bédar,Bédar,37.19389,-1.98166
Andalucía,Provincia de Almería,Bédar,El Albarico,37.1826,-2.01358
Andalucía,Provincia de Almería,Bédar,El Campico,37.19956,-2.00952
Andalucía,Provincia de Almería,Bédar,Los Giles,37.1253,-2.00863
Andalucía,Provincia de Almería,Bédar,Los Matreros,37.22257,-1.98394
Andalucía,Provincia de Almería,Bédar,Los Pinos,37.17798,-1.99731
Andalucía,Provincia de Almería,Bédar,Serena,37.17494,-1.98841
Andalucía,Provincia de Almería,Canjáyar,Canjáyar,37.00959,-2.73943
Andalucía,Provincia de Almería,Canjáyar,La Barriada de Alcora,36.98888,-2.73484
Andalucía,Provincia de Almería,Cantoria,Almanzora,37.34927,-2.13635
Andalucía,Provincia de Almería,Cantoria,El Arroyo Albanchez,37.32471,-2.14431
Andalucía,Provincia de Almería,Cantoria,Cantoria,37.35146,-2.19209
Andalucía,Provincia de Almería,Cantoria,La Hojilla,37.37223,-2.20364
Andalucía,Provincia de Almería,Cantoria,La Hoya,37.35095,-2.22489
Andalucía,Provincia de Almería,Cantoria,Los Morillas,37.29192,-2.1292
Andalucía,Provincia de Almería,Carboneras,Barrio de Pescadores,36.99329,-1.89895
Andalucía,Provincia de Almería,Carboneras,Carboneras,36.99666,-1.89651
Andalucía,Provincia de Almería,Carboneras,El Barranco de García,37.0491,-1.93623
Andalucía,Provincia de Almería,Carboneras,El Cumbrero,37.02092,-1.92278
Andalucía,Provincia de Almería,Carboneras,El Llano de Don Antonio,37.00102,-1.93562
Andalucía,Provincia de Almería,Carboneras,El Saltador Bajo,37.02599,-1.92947
Andalucía,Provincia de Almería,Carboneras,Los Alamillos,37.01611,-1.99361
Andalucía,Provincia de Almería,Carboneras,La Cueva del Pájaro,37.03504,-1.96003
Andalucía,Provincia de Almería,Carboneras,Los Vicentes,37.00738,-1.93326
Andalucía,Provincia de Almería,Carboneras,Mesa Roldán,36.94262,-1.9075
Andalucía,Provincia de Almería,Castro de Filabres,Castro de Filabres,37.18484,-2.44024
Andalucía,Provincia de Almería,Chercos,Chercos,37.2545,-2.26657
Andalucía,Provincia de Almería,Chercos,El Secano,37.27112,-2.27044
Andalucía,Provincia de Almería,Chercos,El Soto,37.26667,-2.25
Andalucía,Provincia de Almería,Chercos,Las Paletas,37.26667,-2.26667
Andalucía,Provincia de Almería,Chirivel,Chirivel,37.59527,-2.26844
Andalucía,Provincia de Almería,Chirivel,Campillo de Deleitosa,37.55489,-2.19933
Andalucía,Provincia de Almería,Chirivel,El Cantal,37.5577,-2.21041
Andalucía,Provincia de Almería,Chirivel,El Contador,37.5903,-2.36292
Andalucía,Provincia de Almería,Chirivel,La Aspilla,37.56752,-2.32729
Andalucía,Provincia de Almería,Chirivel,Róquez,37.56643,-2.27725
Andalucía,Provincia de Almería,Cuevas del Almanzora,Burgallana,37.29454,-1.8686
Andalucía,Provincia de Almería,Cuevas del Almanzora,Burjulú,37.27856,-1.81781
Andalucía,Provincia de Almería,Cuevas del Almanzora,El Calon,37.31195,-1.70494
Andalucía,Provincia de Almería,Cuevas del Almanzora,Cala Pañizo,37.31963,-1.70144
Andalucía,Provincia de Almería,Cuevas del Almanzora,Cuevas del Almanzora,37.29678,-1.88218
Andalucía,Provincia de Almería,Cuevas del Almanzora,Desert Springs,37.25752,-1.82486
Andalucía,Provincia de Almería,Cuevas del Almanzora,El Alhanchete,37.31,-1.88308
Andalucía,Provincia de Almería,Cuevas del Almanzora,El Calguerín,37.30222,-1.88428
Andalucía,Provincia de Almería,Cuevas del Almanzora,El Largo,37.33604,-1.76588
Andalucía,Provincia de Almería,Cuevas del Almanzora,El Pozo del Esparto,37.33277,-1.69318
Andalucía,Provincia de Almería,Cuevas del Almanzora,El Realengo,37.29729,-1.88487
Andalucía,Provincia de Almería,Cuevas del Almanzora,El Rincón Rojo,37.28333,-1.8
Andalucía,Provincia de Almería,Cuevas del Almanzora,El Tarahal,37.31667,-1.76667
Andalucía,Provincia de Almería,Cuevas del Almanzora,El Tomillar,37.30235,-1.76691
Andalucía,Provincia de Almería,Cuevas del Almanzora,Grima,37.33312,-1.75829
Andalucía,Provincia de Almería,Cuevas del Almanzora,Guazamara,37.35,-1.78333
Andalucía,Provincia de Almería,Cuevas del Almanzora,Jucainí,37.28905,-1.85781
Andalucía,Provincia de Almería,Cuevas del Almanzora,La Algarrobina,37.25855,-1.84098
Andalucía,Provincia de Almería,Cuevas del Almanzora,La Arnilla,37.28441,-1.86424
Andalucía,Provincia de Almería,Cuevas del Almanzora,La Hoya del Camaino,37.25848,-1.81403
Andalucía,Provincia de Almería,Cuevas del Almanzora,Muleria,37.28676,-1.79292
Andalucía,Provincia de Almería,Cuevas del Almanzora,Las Bombardas,37.24222,-1.79927
Andalucía,Provincia de Almería,Cuevas del Almanzora,Las Canalejas,37.36667,-1.76667
Andalucía,Provincia de Almería,Cuevas del Almanzora,Las Cunas,37.27214,-1.83995
Andalucía,Provincia de Almería,Cuevas del Almanzora,Las Herrerias,37.27351,-1.79523
Andalucía,Provincia de Almería,Cuevas del Almanzora,Las Jaulas,37.31667,-1.78333
Andalucía,Provincia de Almería,Cuevas del Almanzora,Las Orillas,37.28333,-1.83333
Andalucía,Provincia de Almería,Cuevas del Almanzora,Los Campos,37.30336,-1.86831
Andalucía,Provincia de Almería,Cuevas del Almanzora,Isla de Lobos,37.30727,-1.76496
Andalucía,Provincia de Almería,Cuevas del Almanzora,Los Perdigones,37.31155,-1.75822
Andalucía,Provincia de Almería,Cuevas del Almanzora,Los Pocos Bollos,37.28239,-1.79309
Andalucía,Provincia de Almería,Cuevas del Almanzora,Punta Purradell,37.25267,-1.79764
Andalucía,Provincia de Almería,Cuevas del Almanzora,Palomares,37.24905,-1.79815
Andalucía,Provincia de Almería,Cuevas del Almanzora,Villaricos,37.25086,-1.76876
Andalucía,Provincia de Almería,Cóbdar,Cóbdar,37.26166,-2.21098
Andalucía,Provincia de Almería,Dalías,Celín,36.83191,-2.8677
Andalucía,Provincia de Almería,Dalías,Dalías,36.82179,-2.87138
Andalucía,Provincia de Almería,El Ejido,Puerto Almerimar,36.70063,-2.78984
Andalucía,Provincia de Almería,El Ejido,Balerma,36.73146,-2.88649
Andalucía,Provincia de Almería,El Ejido,Cabriles,36.76667,-2.83333
Andalucía,Provincia de Almería,El Ejido,El Algarrobal,36.7798,-2.72832
Andalucía,Provincia de Almería,El Ejido,Palacio de Galiana,36.77107,-2.76358
Andalucía,Provincia de Almería,El Ejido,Guardias Viejas,36.70121,-2.84452
Andalucía,Provincia de Almería,El Ejido,La Aldeílla,36.78169,-2.77513
Andalucía,Provincia de Almería,El Ejido,La Mujer Muerta,36.76694,-2.72853
Andalucía,Provincia de Almería,El Ejido,Las Entinas,36.68426,-2.7723
Andalucía,Provincia de Almería,El Ejido,Los Aljibillos,36.79151,-2.83148
Andalucía,Provincia de Almería,El Ejido,Matagorda,36.72334,-2.84151
Andalucía,Provincia de Almería,El Ejido,Onáyar,36.75142,-2.84201
Andalucía,Provincia de Almería,El Ejido,Santa Maria del Aguila,36.78413,-2.77508
Andalucía,Provincia de Almería,El Ejido,Ñeca,36.77824,-2.84854
Andalucía,Provincia de Almería,Enix,El Marchal de Antón López,36.89206,-2.62708
Andalucía,Provincia de Almería,Enix,Enix,36.87732,-2.6018
Andalucía,Provincia de Almería,Felix,Carcáuz,36.87671,-2.72621
Andalucía,Provincia de Almería,Felix,El Cañuelo,36.82596,-2.68014
Andalucía,Provincia de Almería,Felix,La Balsilla de Taray,36.83333,-2.68333
Andalucía,Provincia de Almería,Fines,Fines,37.36074,-2.2581
Andalucía,Provincia de Almería,Fiñana,Fiñana,37.1715,-2.84011
Andalucía,Provincia de Almería,Fondón,Fondón,36.9802,-2.85957
Andalucía,Provincia de Almería,Fondón,Fuente Victoria,36.98497,-2.87712
Andalucía,Provincia de Almería,Fondón,La Casería,36.98333,-2.88333
Andalucía,Provincia de Almería,Fondón,Laujar de Andarax,36.99516,-2.89033
Andalucía,Provincia de Almería,Los Gallardos,Alfaíx,37.14198,-1.9602
Andalucía,Provincia de Almería,Los Gallardos,Almocáizar,37.13761,-2.01547
Andalucía,Provincia de Almería,Los Gallardos,Las Norias,37.15,-1.93333
Andalucía,Provincia de Almería,Los Gallardos,Los Gallardos,37.16832,-1.94029
Andalucía,Provincia de Almería,Garrucha,Garrucha,37.18141,-1.82252
Andalucía,Provincia de Almería,Gádor,Gádor,36.95322,-2.49254
Andalucía,Provincia de Almería,Gádor,Paulenca,36.9549,-2.47672
Andalucía,Provincia de Almería,Gérgal,Aulago,37.1605,-2.62588
Andalucía,Provincia de Almería,Gérgal,Cortijo del Cerezo,37.1948,-2.63962
Andalucía,Provincia de Almería,Gérgal,El Arroyo de Verdelecho,37.12685,-2.47157
Andalucía,Provincia de Almería,Gérgal,Fuente Santa,37.05655,-2.53946
Andalucía,Provincia de Almería,Gérgal,Gérgal,37.11886,-2.54012
Andalucía,Provincia de Almería,Gérgal,Porto-Carrero,37.16667,-2.55
Andalucía,Provincia de Almería,Huécija,Huécija,36.96804,-2.60941
Andalucía,Provincia de Almería,Huércal de Almería,Barrio del Carmen,36.88333,-2.43333
Andalucía,Provincia de Almería,Huércal de Almería,Huércal de Almería,36.88507,-2.4376
Andalucía,Provincia de Almería,Huércal-Overa,Abejuela Municipality,37.51113,-1.9067
Andalucía,Provincia de Almería,Huércal-Overa,Almajalejo,37.38697,-1.99421
Andalucía,Provincia de Almería,Huércal-Overa,El Pilar,37.34991,-1.97549
Andalucía,Provincia de Almería,Huércal-Overa,El Puertecico,37.51516,-1.98393
Andalucía,Provincia de Almería,Huércal-Overa,El Río,37.35,-1.95
Andalucía,Provincia de Almería,Huércal-Overa,El Saltador,37.4044,-1.90646
Andalucía,Provincia de Almería,Huércal-Overa,Fuente del Pino,37.36667,-1.98333
Andalucía,Provincia de Almería,Huércal-Overa,Gacia,37.41705,-1.85116
Andalucía,Provincia de Almería,Huércal-Overa,Goñar,37.49355,-1.8779
Andalucía,Provincia de Almería,Huércal-Overa,Huercal-Overa,37.38918,-1.943
Andalucía,Provincia de Almería,Huércal-Overa,La Concepcíon,37.33888,-1.99672
Andalucía,Provincia de Almería,Huércal-Overa,Fuensanta,37.51341,-1.95158
Andalucía,Provincia de Almería,Huércal-Overa,La Hoya,37.47712,-2.00272
Andalucía,Provincia de Almería,Huércal-Overa,La Parata,37.41844,-1.99726
Andalucía,Provincia de Almería,Huércal-Overa,La Perulera,37.43902,-2.02006
Andalucía,Provincia de Almería,Huércal-Overa,La Rambla Grande,37.4197,-1.96059
Andalucía,Provincia de Almería,Huércal-Overa,Las Labores,37.47035,-1.89365
Andalucía,Provincia de Almería,Huércal-Overa,Las Norias,37.4598,-1.85891
Andalucía,Provincia de Almería,Huércal-Overa,Los Camachos,37.48333,-2.0
Andalucía,Provincia de Almería,Huércal-Overa,Los Pinares,37.43075,-1.81331
Andalucía,Provincia de Almería,Huércal-Overa,Los Ruedos,37.38333,-1.95
Andalucía,Provincia de Almería,Huércal-Overa,Overa,37.35083,-1.99271
Andalucía,Provincia de Almería,Huércal-Overa,San Francisco,37.42131,-1.87814
Andalucía,Provincia de Almería,Huércal-Overa,San Isidro,37.40217,-1.93987
Andalucía,Provincia de Almería,Huércal-Overa,Santa Bárbara,37.34944,-1.96613
Andalucía,Provincia de Almería,Huércal-Overa,Santa María de Nieva,37.46334,-1.98747
Andalucía,Provincia de Almería,Huércal-Overa,Urcal,37.46712,-1.92044
Andalucía,Provincia de Almería,Illar,Illar,36.98562,-2.63871
Andalucía,Provincia de Almería,Instinción,Instinción,36.99344,-2.66046
Andalucía,Provincia de Almería,Instinción,La Fuente de Los Morales,36.9564,-2.68436
Andalucía,Provincia de Almería,Laroya,El Arroyo Franco y Estella,37.2602,-2.346
Andalucía,Provincia de Almería,Laroya,El Reul Alto,37.28408,-2.35073
Andalucía,Provincia de Almería,Laroya,Laroya,37.29771,-2.33419
Andalucía,Provincia de Almería,Lubrín,El Barranco Sopalmo,37.18261,-2.05423
Andalucía,Provincia de Almería,Lubrín,El Barranco de las Minas,37.19751,-2.01965
Andalucía,Provincia de Almería,Lubrín,El Chive,37.17751,-2.0734
Andalucía,Provincia de Almería,Lubrín,El Marchal,37.21621,-2.02355
Andalucía,Provincia de Almería,Lubrín,El Marchal,37.21372,-2.02565
Andalucía,Provincia de Almería,Lubrín,El Pocico,37.23933,-2.04178
Andalucía,Provincia de Almería,Lubrín,La Alameda,37.22399,-2.04358
Andalucía,Provincia de Almería,Lubrín,Breña Baja,37.24131,-2.12264
Andalucía,Provincia de Almería,Lubrín,La Cruz,37.21667,-2.03333
Andalucía,Provincia de Almería,Lubrín,La Yedra,37.24139,-2.07736
Andalucía,Provincia de Almería,Lubrín,Los Braulios,37.23234,-2.12586
Andalucía,Provincia de Almería,Lubrín,Los Cazaminches,37.19407,-2.11113
Andalucía,Provincia de Almería,Lubrín,Los Hernández,37.23333,-2.06667
Andalucía,Provincia de Almería,Lubrín,Los Jarales,37.22386,-2.12964
Andalucía,Provincia de Almería,Lubrín,Los Marquesados,37.25,-2.05
Andalucía,Provincia de Almería,Lubrín,Lubrín,37.21538,-2.06677
Andalucía,Provincia de Almería,Lucainena de las Torres,El Puntal,37.01757,-2.07857
Andalucía,Provincia de Almería,Lucainena de las Torres,Casas Ibáñez,37.0,-2.05
Andalucía,Provincia de Almería,Lucainena de las Torres,Los Guardines,37.03588,-2.09364
Andalucía,Provincia de Almería,Lucainena de las Torres,Lucainena de las Torres,37.04037,-2.20095
Andalucía,Provincia de Almería,Lucainena de las Torres,Polopos,37.02655,-2.08032
Andalucía,Provincia de Almería,Láujar de Andarax,El Batán,37.0,-2.88333
Andalucía,Provincia de Almería,Líjar,La Boquera,37.27836,-2.25588
Andalucía,Provincia de Almería,Líjar,Las Huertecicas Altas,37.29267,-2.24766
Andalucía,Provincia de Almería,Líjar,Lijar,37.29492,-2.21937
Andalucía,Provincia de Almería,Lúcar,Cela,37.37421,-2.44762
Andalucía,Provincia de Almería,Lúcar,El Sahuco,37.5033,-2.47526
Andalucía,Provincia de Almería,Lúcar,Los Manolones,37.37401,-2.44881
Andalucía,Provincia de Almería,Lúcar,Lúcar,37.40035,-2.42496
Andalucía,Provincia de Almería,Macael,Canfornal,37.33441,-2.32557
Andalucía,Provincia de Almería,Macael,El Marchal,37.28837,-2.30342
Andalucía,Provincia de Almería,Macael,La Rambla de la Orica,37.28212,-2.28587
Andalucía,Provincia de Almería,Macael,Los Carriles,37.34073,-2.30403
Andalucía,Provincia de Almería,Macael,Macael,37.33318,-2.30087
Andalucía,Provincia de Almería,María,Casablanca,37.70368,-2.27408
Andalucía,Provincia de Almería,María,La Alfahuara,37.70547,-2.24567
Andalucía,Provincia de Almería,María,La Cañada de Cañepla,37.79639,-2.28587
Andalucía,Provincia de Almería,María,María,37.71023,-2.16454
Andalucía,Provincia de Almería,La Mojonera,El Campo,36.75411,-2.68282
Andalucía,Provincia de Almería,Mojácar,El Agua del Medio,37.07093,-1.86304
Andalucía,Provincia de Almería,Mojácar,El Algarrobico,37.03887,-1.89034
Andalucía,Provincia de Almería,Mojácar,La Marina de la Torre,37.16018,-1.82622
Andalucía,Provincia de Almería,Mojácar,Mojácar,37.1402,-1.85102
Andalucía,Provincia de Almería,Mojácar,Mojácar Playa,37.1309,-1.83345
Andalucía,Provincia de Almería,Mojácar,El Barranco Sopalmo,37.0571,-1.88192
Andalucía,Provincia de Almería,Nacimiento,Gilma,37.18033,-2.67589
Andalucía,Provincia de Almería,Nacimiento,La Rambla-Encira,37.11322,-2.66106
Andalucía,Provincia de Almería,Nacimiento,Los Rojas,37.1946,-2.6768
Andalucía,Provincia de Almería,Nacimiento,Los Sanchos,37.1775,-2.67041
Andalucía,Provincia de Almería,Nacimiento,Nacimiento,37.10615,-2.64846
Andalucía,Provincia de Almería,Níjar,Agua Amarga,36.94001,-1.93434
Andalucía,Provincia de Almería,Níjar,Albaricoques,36.85025,-2.12281
Andalucía,Provincia de Almería,Níjar,Boca de los Frailes,36.80539,-2.13249
Andalucía,Provincia de Almería,Níjar,Campohermoso,36.93617,-2.13186
Andalucía,Provincia de Almería,Níjar,El Bermejo,36.95415,-2.11027
Andalucía,Provincia de Almería,Níjar,Rodalquilar,36.84872,-2.04432
Andalucía,Provincia de Almería,Níjar,El Cerro Blanco,36.84589,-2.1231
